threshold,precision,recall,f1,fpr,roc_auc,pr_auc,criticality_weighted_recall,detection_gap
0.365,0.76,0.95,0.8444444444444444,0.05806451612903226,0.988239247311828,0.9681553101602332,0.8755952380952381,0.1244047619047619
0.37,0.7702702702702703,0.95,0.8507462686567164,0.054838709677419356,0.988239247311828,0.9681553101602332,0.8755952380952381,0.1244047619047619
0.375,0.8028169014084507,0.95,0.8702290076335878,0.04516129032258064,0.988239247311828,0.9681553101602332,0.8755952380952381,0.1244047619047619
0.38,0.8201438848920863,0.95,0.8803088803088803,0.04032258064516129,0.988239247311828,0.9681553101602332,0.8755952380952381,0.1244047619047619
0.385,0.8321167883211679,0.95,0.8871595330739299,0.037096774193548385,0.988239247311828,0.9681553101602332,0.8755952380952381,0.1244047619047619
0.39,0.8432835820895522,0.9416666666666667,0.889763779527559,0.03387096774193549,0.988239247311828,0.9681553101602332,0.8517857142857144,0.14821428571428563
0.395,0.8432835820895522,0.9416666666666667,0.889763779527559,0.03387096774193549,0.988239247311828,0.9681553101602332,0.8517857142857144,0.14821428571428563
0.4,0.8549618320610687,0.9333333333333333,0.8924302788844621,0.03064516129032258,0.988239247311828,0.9681553101602332,0.8279761904761905,0.17202380952380947
0.405,0.8604651162790697,0.925,0.891566265060241,0.02903225806451613,0.988239247311828,0.9681553101602332,0.8041666666666666,0.19583333333333341
0.41000000000000003,0.8604651162790697,0.925,0.891566265060241,0.02903225806451613,0.988239247311828,0.9681553101602332,0.8041666666666666,0.19583333333333341
0.41500000000000004,0.8934426229508197,0.9083333333333333,0.9008264462809917,0.020967741935483872,0.988239247311828,0.9681553101602332,0.7789285714285714,0.22107142857142859
0.42,0.9,0.9,0.9,0.01935483870967742,0.988239247311828,0.9681553101602332,0.7551190476190476,0.24488095238095242
0.425,0.9152542372881356,0.9,0.907563025210084,0.016129032258064516,0.988239247311828,0.9681553101602332,0.7551190476190476,0.24488095238095242
0.43,0.9230769230769231,0.9,0.9113924050632911,0.014516129032258065,0.988239247311828,0.9681553101602332,0.7551190476190476,0.24488095238095242
0.435,0.9224137931034483,0.8916666666666667,0.9067796610169492,0.014516129032258065,0.988239247311828,0.9681553101602332,0.7313095238095239,0.26869047619047615
0.44,0.9224137931034483,0.8916666666666667,0.9067796610169492,0.014516129032258065,0.988239247311828,0.9681553101602332,0.7313095238095239,0.26869047619047615
0.445,0.9224137931034483,0.8916666666666667,0.9067796610169492,0.014516129032258065,0.988239247311828,0.9681553101602332,0.7313095238095239,0.26869047619047615
0.45,0.9298245614035088,0.8833333333333333,0.905982905982906,0.012903225806451613,0.988239247311828,0.9681553101602332,0.7298809523809524,0.2701190476190476
0.455,0.9298245614035088,0.8833333333333333,0.905982905982906,0.012903225806451613,0.988239247311828,0.9681553101602332,0.7298809523809524,0.2701190476190476
0.46,0.9464285714285714,0.8833333333333333,0.9137931034482759,0.00967741935483871,0.988239247311828,0.9681553101602332,0.7298809523809524,0.2701190476190476
0.465,0.9464285714285714,0.8833333333333333,0.9137931034482759,0.00967741935483871,0.988239247311828,0.9681553101602332,0.7298809523809524,0.2701190476190476
0.47000000000000003,0.9541284403669725,0.8666666666666667,0.9082969432314411,0.008064516129032258,0.988239247311828,0.9681553101602332,0.7191666666666666,0.2808333333333334
0.47500000000000003,0.9541284403669725,0.8666666666666667,0.9082969432314411,0.008064516129032258,0.988239247311828,0.9681553101602332,0.7191666666666666,0.2808333333333334
0.48,0.9541284403669725,0.8666666666666667,0.9082969432314411,0.008064516129032258,0.988239247311828,0.9681553101602332,0.7191666666666666,0.2808333333333334
0.485,0.9629629629629629,0.8666666666666667,0.9122807017543859,0.0064516129032258064,0.988239247311828,0.9681553101602332,0.7191666666666666,0.2808333333333334
0.49,0.9719626168224299,0.8666666666666667,0.9162995594713657,0.004838709677419355,0.988239247311828,0.9681553101602332,0.7191666666666666,0.2808333333333334
0.495,0.9719626168224299,0.8666666666666667,0.9162995594713657,0.004838709677419355,0.988239247311828,0.9681553101602332,0.7191666666666666,0.2808333333333334
0.5,0.9811320754716981,0.8666666666666667,0.9203539823008849,0.0032258064516129032,0.988239247311828,0.9681553101602332,0.7191666666666666,0.2808333333333334
0.505,1.0,0.8583333333333333,0.9237668161434978,0.0,0.988239247311828,0.9681553101602332,0.7138095238095238,0.2861904761904762
0.51,1.0,0.8583333333333333,0.9237668161434978,0.0,0.988239247311828,0.9681553101602332,0.7138095238095238,0.2861904761904762
0.515,1.0,0.8416666666666667,0.9140271493212669,0.0,0.988239247311828,0.9681553101602332,0.7030952380952381,0.2969047619047619
0.52,1.0,0.8416666666666667,0.9140271493212669,0.0,0.988239247311828,0.9681553101602332,0.7030952380952381,0.2969047619047619
0.525,1.0,0.8333333333333334,0.9090909090909091,0.0,0.988239247311828,0.9681553101602332,0.6792857142857143,0.32071428571428573
0.53,1.0,0.8083333333333333,0.8940092165898618,0.0,0.988239247311828,0.9681553101602332,0.6710714285714285,0.32892857142857146
0.535,1.0,0.8,0.8888888888888888,0.0,0.988239247311828,0.9681553101602332,0.6657142857142857,0.3342857142857143
0.54,1.0,0.8,0.8888888888888888,0.0,0.988239247311828,0.9681553101602332,0.6657142857142857,0.3342857142857143
0.545,1.0,0.8,0.8888888888888888,0.0,0.988239247311828,0.9681553101602332,0.6657142857142857,0.3342857142857143
0.55,1.0,0.7833333333333333,0.8785046728971962,0.0,0.988239247311828,0.9681553101602332,0.6180952380952381,0.38190476190476186
0.555,1.0,0.7833333333333333,0.8785046728971962,0.0,0.988239247311828,0.9681553101602332,0.6180952380952381,0.38190476190476186
0.56,1.0,0.7666666666666667,0.8679245283018868,0.0,0.988239247311828,0.9681553101602332,0.6073809523809525,0.39261904761904753
0.5650000000000001,1.0,0.7583333333333333,0.8625592417061612,0.0,0.988239247311828,0.9681553101602332,0.5835714285714285,0.4164285714285715
0.5700000000000001,1.0,0.75,0.8571428571428571,0.0,0.988239247311828,0.9681553101602332,0.5782142857142857,0.4217857142857143
0.5750000000000001,1.0,0.75,0.8571428571428571,0.0,0.988239247311828,0.9681553101602332,0.5782142857142857,0.4217857142857143
0.58,1.0,0.7166666666666667,0.8349514563106796,0.0,0.988239247311828,0.9681553101602332,0.5198809523809524,0.48011904761904756
0.585,1.0,0.7166666666666667,0.8349514563106796,0.0,0.988239247311828,0.9681553101602332,0.5198809523809524,0.48011904761904756
0.59,1.0,0.7,0.8235294117647058,0.0,0.988239247311828,0.9681553101602332,0.49464285714285716,0.5053571428571428
0.595,1.0,0.6916666666666667,0.8177339901477833,0.0,0.988239247311828,0.9681553101602332,0.4932142857142857,0.5067857142857143
0.6,1.0,0.6833333333333333,0.8118811881188119,0.0,0.988239247311828,0.9681553101602332,0.4878571428571429,0.5121428571428571
0.605,1.0,0.6833333333333333,0.8118811881188119,0.0,0.988239247311828,0.9681553101602332,0.4878571428571429,0.5121428571428571
0.61,1.0,0.675,0.8059701492537313,0.0,0.988239247311828,0.9681553101602332,0.46404761904761904,0.535952380952381
0.615,1.0,0.6666666666666666,0.8,0.0,0.988239247311828,0.9681553101602332,0.4626190476190476,0.5373809523809524
0.62,1.0,0.6583333333333333,0.7939698492462312,0.0,0.988239247311828,0.9681553101602332,0.46119047619047615,0.5388095238095238
0.625,1.0,0.65,0.7878787878787878,0.0,0.988239247311828,0.9681553101602332,0.4373809523809524,0.5626190476190476
0.63,1.0,0.6416666666666667,0.7817258883248731,0.0,0.988239247311828,0.9681553101602332,0.4135714285714286,0.5864285714285714
0.635,1.0,0.6416666666666667,0.7817258883248731,0.0,0.988239247311828,0.9681553101602332,0.4135714285714286,0.5864285714285714
0.64,1.0,0.6416666666666667,0.7817258883248731,0.0,0.988239247311828,0.9681553101602332,0.4135714285714286,0.5864285714285714
0.645,1.0,0.6333333333333333,0.7755102040816326,0.0,0.988239247311828,0.9681553101602332,0.41214285714285714,0.5878571428571429
0.65,1.0,0.625,0.7692307692307693,0.0,0.988239247311828,0.9681553101602332,0.4107142857142857,0.5892857142857143
0.655,1.0,0.6,0.75,0.0,0.988239247311828,0.9681553101602332,0.3761904761904762,0.6238095238095238
0.66,1.0,0.5916666666666667,0.743455497382199,0.0,0.988239247311828,0.9681553101602332,0.37083333333333335,0.6291666666666667
0.665,1.0,0.5833333333333334,0.7368421052631579,0.0,0.988239247311828,0.9681553101602332,0.3694047619047619,0.6305952380952381
0.67,1.0,0.5666666666666667,0.723404255319149,0.0,0.988239247311828,0.9681553101602332,0.34416666666666673,0.6558333333333333
0.675,1.0,0.55,0.7096774193548387,0.0,0.988239247311828,0.9681553101602332,0.33738095238095234,0.6626190476190477
0.68,1.0,0.55,0.7096774193548387,0.0,0.988239247311828,0.9681553101602332,0.33738095238095234,0.6626190476190477
0.685,1.0,0.55,0.7096774193548387,0.0,0.988239247311828,0.9681553101602332,0.33738095238095234,0.6626190476190477
0.6900000000000001,1.0,0.5,0.6666666666666666,0.0,0.988239247311828,0.9681553101602332,0.2946428571428572,0.7053571428571428
0.6950000000000001,1.0,0.49166666666666664,0.659217877094972,0.0,0.988239247311828,0.9681553101602332,0.27083333333333326,0.7291666666666667
0.7000000000000001,1.0,0.48333333333333334,0.651685393258427,0.0,0.988239247311828,0.9681553101602332,0.2694047619047619,0.7305952380952381
0.705,1.0,0.4666666666666667,0.6363636363636364,0.0,0.988239247311828,0.9681553101602332,0.22178571428571425,0.7782142857142857
0.71,1.0,0.45,0.6206896551724138,0.0,0.988239247311828,0.9681553101602332,0.1926190476190477,0.8073809523809523
0.715,1.0,0.45,0.6206896551724138,0.0,0.988239247311828,0.9681553101602332,0.1926190476190477,0.8073809523809523
0.72,1.0,0.45,0.6206896551724138,0.0,0.988239247311828,0.9681553101602332,0.1926190476190477,0.8073809523809523
0.725,1.0,0.45,0.6206896551724138,0.0,0.988239247311828,0.9681553101602332,0.1926190476190477,0.8073809523809523
0.73,1.0,0.45,0.6206896551724138,0.0,0.988239247311828,0.9681553101602332,0.1926190476190477,0.8073809523809523
0.735,1.0,0.43333333333333335,0.6046511627906976,0.0,0.988239247311828,0.9681553101602332,0.1819047619047619,0.8180952380952381
0.74,1.0,0.425,0.5964912280701754,0.0,0.988239247311828,0.9681553101602332,0.17654761904761906,0.8234523809523809
0.745,1.0,0.4166666666666667,0.5882352941176471,0.0,0.988239247311828,0.9681553101602332,0.17119047619047612,0.8288095238095239
0.75,1.0,0.4,0.5714285714285714,0.0,0.988239247311828,0.9681553101602332,0.16440476190476194,0.8355952380952381
0.755,1.0,0.39166666666666666,0.562874251497006,0.0,0.988239247311828,0.9681553101602332,0.1590476190476191,0.8409523809523809
0.76,1.0,0.35833333333333334,0.5276073619631901,0.0,0.988239247311828,0.9681553101602332,0.14940476190476193,0.8505952380952381
0.765,1.0,0.3416666666666667,0.5093167701863354,0.0,0.988239247311828,0.9681553101602332,0.12023809523809526,0.8797619047619047
0.77,1.0,0.3333333333333333,0.5,0.0,0.988239247311828,0.9681553101602332,0.11880952380952381,0.8811904761904762
0.775,1.0,0.3333333333333333,0.5,0.0,0.988239247311828,0.9681553101602332,0.11880952380952381,0.8811904761904762
0.78,1.0,0.3333333333333333,0.5,0.0,0.988239247311828,0.9681553101602332,0.11880952380952381,0.8811904761904762
0.785,1.0,0.3333333333333333,0.5,0.0,0.988239247311828,0.9681553101602332,0.11880952380952381,0.8811904761904762
0.79,1.0,0.30833333333333335,0.4713375796178344,0.0,0.988239247311828,0.9681553101602332,0.10666666666666669,0.8933333333333333
0.795,1.0,0.3,0.46153846153846156,0.0,0.988239247311828,0.9681553101602332,0.10523809523809524,0.8947619047619048
0.8,1.0,0.3,0.46153846153846156,0.0,0.988239247311828,0.9681553101602332,0.10523809523809524,0.8947619047619048
0.805,1.0,0.3,0.46153846153846156,0.0,0.988239247311828,0.9681553101602332,0.10523809523809524,0.8947619047619048
0.81,1.0,0.3,0.46153846153846156,0.0,0.988239247311828,0.9681553101602332,0.10523809523809524,0.8947619047619048
0.8150000000000001,1.0,0.275,0.43137254901960786,0.0,0.988239247311828,0.9681553101602332,0.07464285714285712,0.9253571428571429
0.8200000000000001,1.0,0.25,0.4,0.0,0.988239247311828,0.9681553101602332,0.06642857142857139,0.9335714285714286
0.8250000000000001,1.0,0.24166666666666667,0.38926174496644295,0.0,0.988239247311828,0.9681553101602332,0.06499999999999995,0.935
0.8300000000000001,1.0,0.225,0.3673469387755102,0.0,0.988239247311828,0.9681553101602332,0.062142857142857166,0.9378571428571428
0.835,1.0,0.225,0.3673469387755102,0.0,0.988239247311828,0.9681553101602332,0.062142857142857166,0.9378571428571428
0.84,1.0,0.21666666666666667,0.3561643835616438,0.0,0.988239247311828,0.9681553101602332,0.06071428571428572,0.9392857142857143
0.845,1.0,0.2,0.3333333333333333,0.0,0.988239247311828,0.9681553101602332,0.05392857142857144,0.9460714285714286
0.85,1.0,0.19166666666666668,0.32167832167832167,0.0,0.988239247311828,0.9681553101602332,0.05249999999999999,0.9475
0.855,1.0,0.19166666666666668,0.32167832167832167,0.0,0.988239247311828,0.9681553101602332,0.05249999999999999,0.9475
0.86,1.0,0.19166666666666668,0.32167832167832167,0.0,0.988239247311828,0.9681553101602332,0.05249999999999999,0.9475
0.865,1.0,0.19166666666666668,0.32167832167832167,0.0,0.988239247311828,0.9681553101602332,0.05249999999999999,0.9475
0.87,1.0,0.19166666666666668,0.32167832167832167,0.0,0.988239247311828,0.9681553101602332,0.05249999999999999,0.9475
0.875,1.0,0.18333333333333332,0.30985915492957744,0.0,0.988239247311828,0.9681553101602332,0.051071428571428545,0.9489285714285715
0.88,1.0,0.175,0.2978723404255319,0.0,0.988239247311828,0.9681553101602332,0.0496428571428571,0.9503571428571429
0.885,1.0,0.16666666666666666,0.2857142857142857,0.0,0.988239247311828,0.9681553101602332,0.048214285714285765,0.9517857142857142
0.89,1.0,0.16666666666666666,0.2857142857142857,0.0,0.988239247311828,0.9681553101602332,0.048214285714285765,0.9517857142857142
0.895,1.0,0.16666666666666666,0.2857142857142857,0.0,0.988239247311828,0.9681553101602332,0.048214285714285765,0.9517857142857142
0.9,1.0,0.15,0.2608695652173913,0.0,0.988239247311828,0.9681553101602332,0.04142857142857148,0.9585714285714285
0.905,1.0,0.14166666666666666,0.24817518248175183,0.0,0.988239247311828,0.9681553101602332,0.040000000000000036,0.96
0.91,1.0,0.13333333333333333,0.23529411764705882,0.0,0.988239247311828,0.9681553101602332,0.03857142857142859,0.9614285714285714
0.915,1.0,0.11666666666666667,0.208955223880597,0.0,0.988239247311828,0.9681553101602332,0.031785714285714306,0.9682142857142857
0.92,1.0,0.1,0.18181818181818182,0.0,0.988239247311828,0.9681553101602332,0.028928571428571415,0.9710714285714286
0.925,1.0,0.1,0.18181818181818182,0.0,0.988239247311828,0.9681553101602332,0.028928571428571415,0.9710714285714286
0.93,1.0,0.1,0.18181818181818182,0.0,0.988239247311828,0.9681553101602332,0.028928571428571415,0.9710714285714286
0.935,1.0,0.1,0.18181818181818182,0.0,0.988239247311828,0.9681553101602332,0.028928571428571415,0.9710714285714286
0.9400000000000001,1.0,0.09166666666666666,0.16793893129770993,0.0,0.988239247311828,0.9681553101602332,0.02749999999999997,0.9725
0.9450000000000001,1.0,0.09166666666666666,0.16793893129770993,0.0,0.988239247311828,0.9681553101602332,0.02749999999999997,0.9725
0.9500000000000001,1.0,0.09166666666666666,0.16793893129770993,0.0,0.988239247311828,0.9681553101602332,0.02749999999999997,0.9725
0.9550000000000001,1.0,0.08333333333333333,0.15384615384615385,0.0,0.988239247311828,0.9681553101602332,0.026071428571428523,0.9739285714285715
0.96,1.0,0.075,0.13953488372093023,0.0,0.988239247311828,0.9681553101602332,0.020714285714285685,0.9792857142857143
0.965,1.0,0.06666666666666667,0.125,0.0,0.988239247311828,0.9681553101602332,0.01928571428571424,0.9807142857142858
0.97,1.0,0.058333333333333334,0.11023622047244094,0.0,0.988239247311828,0.9681553101602332,0.017857142857142905,0.9821428571428571
0.975,1.0,0.058333333333333334,0.11023622047244094,0.0,0.988239247311828,0.9681553101602332,0.017857142857142905,0.9821428571428571
0.98,1.0,0.058333333333333334,0.11023622047244094,0.0,0.988239247311828,0.9681553101602332,0.017857142857142905,0.9821428571428571
0.985,1.0,0.058333333333333334,0.11023622047244094,0.0,0.988239247311828,0.9681553101602332,0.017857142857142905,0.9821428571428571
0.99,1.0,0.058333333333333334,0.11023622047244094,0.0,0.988239247311828,0.9681553101602332,0.017857142857142905,0.9821428571428571
0.995,1.0,0.058333333333333334,0.11023622047244094,0.0,0.988239247311828,0.9681553101602332,0.017857142857142905,0.9821428571428571
1.0,1.0,0.058333333333333334,0.11023622047244094,0.0,0.988239247311828,0.9681553101602332,0.017857142857142905,0.9821428571428571
